,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo
2539,SPPRP US Equity,"Supertel Hospitality, Inc.",5.6991,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spprp,na,na,0,0
2540,SPRT US Equity,"support.com, Inc.",1.68,$90.88M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt,na,na,0,0
2541,SCAI US Equity,"Surgical Care Affiliates, Inc.",32.48,$1.25B,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/scai,na,na,0,0
2542,SRDX US Equity,"SurModics, Inc.",23.57,$304.98M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx,na,na,0,0
2543,SUSQ US Equity,"Susquehanna Bancshares, Inc.",13.5,$2.45B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/susq,na,na,0,0
2544,SBBX US Equity,Sussex Bancorp,10.25,$47.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx,na,na,0,0
2545,SUTR US Equity,Sutor Technology Group Limited,0.88,$36.62M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sutr,na,na,0,0
2546,STRN US Equity,Sutron Corporation,5.4201,$27.56M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/strn,na,na,0,0
2547,SIVB US Equity,SVB Financial Group,123.08,$6.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb,na,na,0,0
2548,SIVBO US Equity,SVB Financial Group,25.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo,na,na,0,0
2549,SWSH US Equity,"Swisher Hygiene, Inc.",1.98,$34.83M,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/swsh,na,na,0,0
2550,SYKE US Equity,"Sykes Enterprises, Incorporated",22.82,$987.85M,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke,na,na,0,0
2551,SYMC US Equity,Symantec Corporation,25.685,$17.53B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,na,na,0,0
2552,SSRG US Equity,Symmetry Surgical Inc.,7.85,$75.26M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ssrg,na,na,0,0
2553,SYNC US Equity,"Synacor, Inc.",2.2,$60.24M,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync,na,na,0,0
2554,GEVA US Equity,Synageva BioPharma Corp.,102.45,$3.77B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/geva,na,na,0,0
2555,SYNL US Equity,Synalloy Corporation,15.37,$133.86M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl,na,na,0,0
2556,SYNA US Equity,Synaptics Incorporated,82.225,$3.02B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna,na,na,0,0
2557,SNCR US Equity,"Synchronoss Technologies, Inc.",44.81,$1.9B,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr,na,na,0,0
2558,SNDX US Equity,"Syndax Pharmaceuticals, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sndx,na,na,0,0
2559,SURG US Equity,"Synergetics USA, Inc.",4.49,$113.88M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/surg,na,na,0,0
2560,SGYP US Equity,"Synergy Pharmaceuticals, Inc.",2.87,$277.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp,na,na,0,0
2561,SGYPU US Equity,"Synergy Pharmaceuticals, Inc.",6.48,$11.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypu,na,na,0,0
2562,SGYPW US Equity,"Synergy Pharmaceuticals, Inc.",0.7399,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypw,na,na,0,0
2563,ELOS US Equity,Syneron Medical Ltd.,11.1,$407.03M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos,na,na,0,0
2564,SNPS US Equity,"Synopsys, Inc.",46.95,$7.21B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps,na,na,0,0
2565,SNTA US Equity,Synta Pharmaceuticals Corp.,2.32,$252.64M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snta,na,na,0,0
2566,SYNT US Equity,"Syntel, Inc.",49.68,$4.15B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt,na,na,0,0
2567,SYMX US Equity,"Synthesis Energy Systems, Inc.",0.78,$57.11M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx,na,na,0,0
2568,SYUT US Equity,"Synutra International, Inc.",5.74,$328.91M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/syut,na,na,0,0
2569,SYPR US Equity,"Sypris Solutions, Inc.",2.42,$49.63M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr,na,na,0,0
2570,SYRX US Equity,Sysorex Global Holding Corp.,1.52,$29.87M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/syrx,na,na,0,0
2571,TROW US Equity,"T. Rowe Price Group, Inc.",83.53,$21.78B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,na,na,0,0
2572,TTOO US Equity,"T2 Biosystems, Inc.",17.52,$351.13M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo,na,na,0,0
2573,TAIT US Equity,Taitron Components Incorporated,1,$5.54M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait,na,na,0,0
2574,TTWO US Equity,"Take-Two Interactive Software, Inc.",27.005,$2.28B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo,na,na,0,0
2575,TLMR US Equity,"Talmer Bancorp, Inc.",13.7,$965.9M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tlmr,na,na,0,0
2576,TNDM US Equity,"Tandem Diabetes Care, Inc.",13.54,$320M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm,na,na,0,0
2577,TLF US Equity,"Tandy Leather Factory, Inc.",8.99,$92.11M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf,na,na,0,0
2578,TNGO US Equity,"Tangoe, Inc.",12.19,$473.51M,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tngo,na,na,0,0
2579,TEDU US Equity,"Tarena International, Inc.",11.2,$567.36M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu,na,na,0,0
2580,TRGT US Equity,"Targacept, Inc.",2.6,$89.21M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trgt,na,na,0,0
2581,TASR US Equity,"TASER International, Inc.",27.58,$1.45B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/tasr,na,na,0,0
2582,TATT US Equity,TAT Technologies Ltd.,6.31,$55.56M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt,na,na,0,0
2583,TAYD US Equity,"Taylor Devices, Inc.",11.55,$38.66M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd,na,na,0,0
2584,TCPC US Equity,TCP Capital Corp.,16.79,$718.79M,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc,na,na,0,0
2585,TEAR US Equity,TearLab Corporation,2.52,$84.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear,na,na,0,0
2586,TECD US Equity,Tech Data Corporation,61.78,$2.36B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd,na,na,0,0
2587,TCCO US Equity,Technical Communications Corporation,4.2699,$7.85M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco,na,na,0,0
2588,TTGT US Equity,"TechTarget, Inc.",11.29,$372.26M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt,na,na,0,0
2589,TGLS US Equity,Tecnoglass Inc.,9.8377,$240.07M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls,na,na,0,0
2590,TGEN US Equity,Tecogen Inc.,5.2099,$82.36M,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen,na,na,0,0
2591,TECU US Equity,Tecumseh Products Company,3.1,$57.29M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tecu,na,na,0,0
2592,TKMR US Equity,Tekmira Pharmaceuticals Corp,19.89,$446.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkmr,na,na,0,0
2593,TSYS US Equity,"TeleCommunication Systems, Inc.",3.27,$195.07M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tsys,na,na,0,0
2594,TNAV US Equity,"TeleNav, Inc.",8.23,$328.4M,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav,na,na,0,0
2595,TTEC US Equity,"TeleTech Holdings, Inc.",23.72,$1.16B,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec,na,na,0,0
2596,TENX US Equity,"Tenax Therapeutics, Inc.",3.31,$93.08M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx,na,na,0,0
2597,TERP US Equity,"TerraForm Power, Inc.",33.4,$1.41B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp,na,na,0,0
2598,TRTL US Equity,Terrapin 3 Acquisition Corporation,9.95,$264.61M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtl,na,na,0,0
2599,TRTLU US Equity,Terrapin 3 Acquisition Corporation,10.07,$186.3M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlu,na,na,0,0
2600,TRTLW US Equity,Terrapin 3 Acquisition Corporation,0.27,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlw,na,na,0,0
2601,TBNK US Equity,Territorial Bancorp Inc.,21.78,$217.14M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk,na,na,0,0
2602,TSRO US Equity,"TESARO, Inc.",44.2,$1.59B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro,na,na,0,0
2603,TESO US Equity,Tesco Corporation,10.79,$427.74M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso,na,na,0,0
2604,TSLA US Equity,"Tesla Motors, Inc.",217.11,$27.22B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,na,na,0,0
2605,TESS US Equity,TESSCO Technologies Incorporated,25.27,$206.85M,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess,na,na,0,0
2606,TSRA US Equity,"Tessera Technologies, Inc.",39.92,$2.11B,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsra,na,na,0,0
2607,TTEK US Equity,"Tetra Tech, Inc.",24.99,$1.54B,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek,na,na,0,0
2608,TLOG US Equity,TetraLogic Pharmaceuticals Corporation,4.94,$110.24M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlog,na,na,0,0
2609,TTPH US Equity,"Tetraphase Pharmaceuticals, Inc.",41.66,$1.28B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph,na,na,0,0
2610,TCBI US Equity,"Texas Capital Bancshares, Inc.",46.99,$2.03B,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi,na,na,0,0
2611,TCBIL US Equity,"Texas Capital Bancshares, Inc.",24.63,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil,na,na,0,0
2612,TCBIP US Equity,"Texas Capital Bancshares, Inc.",24.762,$148.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip,na,na,0,0
2613,TCBIW US Equity,"Texas Capital Bancshares, Inc.",33.37,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw,na,na,0,0
2614,TXN US Equity,Texas Instruments Incorporated,58.52,$61.81B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,na,na,0,0
2615,TXRH US Equity,"Texas Roadhouse, Inc.",36.26,$2.52B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh,na,na,0,0
2616,TFSL US Equity,TFS Financial Corporation,14.18,$4.23B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl,na,na,0,0
2617,TGTX US Equity,"TG Therapeutics, Inc.",13.5,$593.52M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx,na,na,0,0
2618,ABCO US Equity,The Advisory Board Company,53.5,$2.06B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco,na,na,0,0
2619,ANDE US Equity,"The Andersons, Inc.",44.84,$1.3B,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,na,na,0,0
2620,TBBK US Equity,"The Bancorp, Inc.",8.99,$339M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk,na,na,0,0
2621,BKYF US Equity,The Bank of Kentucky Financial Corp.,47.68,$366.75M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkyf,na,na,0,0
2622,BONT US Equity,"The Bon-Ton Stores, Inc.",5.53,$112.99M,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont,na,na,0,0
2623,CG US Equity,The Carlyle Group L.P.,27.04,$8.6B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg,na,na,0,0
2624,CAKE US Equity,The Cheesecake Factory Incorporated,49.22,$2.44B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake,na,na,0,0
2625,CHEF US Equity,"The Chefs&#39; Warehouse, Inc.",23.39,$586.1M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,na,na,0,0
2626,TCFC US Equity,The Community Financial Corporation,19.6916,$92.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc,na,na,0,0
2627,DSGX US Equity,The Descartes Systems Group Inc.,15.27,$1.15B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx,na,na,0,0
2628,DXYN US Equity,"The Dixie Group, Inc.",9.02,$143.7M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn,na,na,0,0
2629,ENSG US Equity,"The Ensign Group, Inc.",41.41,$936.53M,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg,na,na,0,0
2630,XONE US Equity,The ExOne Company,16.32,$235.71M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone,na,na,0,0
2631,FINL US Equity,"The Finish Line, Inc.",24.36,$1.14B,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl,na,na,0,0
2632,FBMS US Equity,"The First Bancshares, Inc.",14.82,$78.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms,na,na,0,0
2633,FLIC US Equity,The First of Long Island Corporation,24.9,$345.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic,na,na,0,0
2634,TFM US Equity,"The Fresh Market, Inc.",37.09,$1.8B,2010,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/tfm,na,na,0,0
2635,GT US Equity,The Goodyear Tire & Rubber Company,27.69,$7.46B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,na,na,0,0
2636,HABT US Equity,"The Habit Restaurants, Inc.",32.26,$814.65M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt,na,na,0,0
2637,HCKT US Equity,"The Hackett Group, Inc.",7.93,$231.55M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt,na,na,0,0
2638,HAIN US Equity,"The Hain Celestial Group, Inc.",62.12,$6.32B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,na,na,0,0
2639,CUBA US Equity,"The Herzfeld Caribbean Basin Fund, Inc.",8.94,$49.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,na,na,0,0
2640,INTG US Equity,The Intergroup Corporation,19.6,$46.71M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg,na,na,0,0
2641,JYNT US Equity,The Joint Corp.,7.19,$69.92M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt,na,na,0,0
2642,KEYW US Equity,The KEYW Holding Corporation,8.77,$329.67M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw,na,na,0,0
2643,MSG US Equity,The Madison Square Garden Company,78.53,$6.03B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msg,na,na,0,0
2644,MDCO US Equity,The Medicines Company,28.46,$1.86B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco,na,na,0,0
2645,MIK US Equity,"The Michaels Companies, Inc.",27.84,$5.69B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik,na,na,0,0
2646,MIDD US Equity,The Middleby Corporation,109,$6.24B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd,na,na,0,0
2647,NDAQ US Equity,"The NASDAQ OMX Group, Inc.",50.94,$8.6B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq,na,na,0,0
2648,NAVG US Equity,"The Navigators Group, Inc.",72.62,$1.04B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg,na,na,0,0
2649,PTRY US Equity,"The Pantry, Inc.",36.69,$862.38M,1999,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ptry,na,na,0,0
2650,PCLN US Equity,The Priceline Group Inc. ,1216.23,$63.68B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln,na,na,0,0
2651,PRSC US Equity,The Providence Service Corporation,40.65,$644.44M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc,na,na,0,0
2652,SPNC US Equity,The Spectranetics Corporation,33.78,$1.42B,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc,na,na,0,0
2653,ULTI US Equity,"The Ultimate Software Group, Inc.",168.88,$4.79B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti,na,na,0,0
2654,YORW US Equity,The York Water Company,23.07,$295.51M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw,na,na,0,0
2655,NCTY US Equity,The9 Limited,1.49,$34.49M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty,na,na,0,0
2656,TBPH US Equity,"Theravance Biopharma, Inc.",19.52,$629.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph,na,na,0,0
2657,THRX US Equity,"Theravance, Inc.",18.22,$2.1B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thrx,na,na,0,0
2658,TST US Equity,"TheStreet, Inc.",2.02,$69.6M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst,na,na,0,0
2659,TCRD US Equity,"THL Credit, Inc.",11.9,$403.47M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd,na,na,0,0
2660,THOR US Equity,Thoratec Corporation,40.5,$2.23B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/thor,na,na,0,0
2661,THLD US Equity,"Threshold Pharmaceuticals, Inc.",4.35,$272.96M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld,na,na,0,0
2662,THTI US Equity,"THT Heat Transfer Technology, Inc.",1.04,$21.27M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/thti,na,na,0,0
2663,TICC US Equity,TICC Capital Corp.,7.61,$459.32M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc,na,na,0,0
2664,TIGR US Equity,TigerLogic Corporation,0.35,$10.83M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tigr,na,na,0,0
2665,TTS US Equity,"Tile Shop Hldgs, Inc.",11.1,$569.59M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts,na,na,0,0
2666,TSBK US Equity,"Timberland Bancorp, Inc.",10.7,$75.46M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk,na,na,0,0
2667,TIPT US Equity,Tiptree Financial Inc.,7.1,$295.36M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt,na,na,0,0
2668,TITN US Equity,Titan Machinery Inc.,14.89,$318.81M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn,na,na,0,0
2669,TIVO US Equity,TiVo Inc.,10.83,$1.11B,1999,Consumer Services,Television Services,http://www.nasdaq.com/symbol/tivo,na,na,0,0
2670,TBRA US Equity,"Tobira Therapeutics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tbra,na,na,0,0
2671,TKAI US Equity,"Tokai Pharmaceuticals, Inc.",14.49,$324.31M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkai,na,na,0,0
2672,TNXP US Equity,Tonix Pharmaceuticals Holding Corp.,6.25,$98.16M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp,na,na,0,0
2673,TISA US Equity,"Top Image Systems, Ltd.",3.12,$55.58M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa,na,na,0,0
2674,TOPS US Equity,TOP Ships Inc.,1.18,$22.38M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops,na,na,0,0
2675,TORM US Equity,TOR Minerals International Inc,7.21,$21.73M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm          ,na,na,0,0
2676,TRCH US Equity,"Torchlight Energy Resources, Inc.",0.513,$11.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch,na,na,0,0
2677,TRNX US Equity,Tornier N.V.,25.65,$1.25B,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/trnx,na,na,0,0
2678,TSEM US Equity,Tower Semiconductor Ltd.,13.69,$872.1M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem,na,na,0,0
2679,TWER US Equity,Towerstream Corporation,2.3,$153.3M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/twer,na,na,0,0
2680,CLUB US Equity,"Town Sports International Holdings, Inc.",7.01,$170.32M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club,na,na,0,0
2681,TOWN US Equity,Towne Bank,15.63,$552M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town,na,na,0,0
2682,TCON US Equity,"TRACON Pharmaceuticals, Inc.",10.14,$122.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon,na,na,0,0
2683,TSCO US Equity,Tractor Supply Company,88.12,$11.98B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco,na,na,0,0
2684,TSRE US Equity,"Trade Street Residential, Inc.",7.95,$291.75M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tsre,na,na,0,0
